Starting preprocessing of the model file ...
ap418(-1)                          0               0        0.000001        0.000002        0.000001        0.000001               0        0.000004       -0.000002        0.000002               0        0.000001               0               0               0               0               0               0               0        0.000001               0               0               0               0               0
S418(-1)                           0               0        3.523155      -35.729354        8.249156       37.287556       32.553067        9.786542      144.866599     1194.664920       -0.259354        3.523167               0               0        0.118917       -0.943852        0.036888        1.479919        2.189888        2.871836        1.062768       11.946649       -0.002594        0.076107        3.462346
ap419(-1)                          0               0        0.000002        0.000004        0.000002        0.000002        0.000002        0.000006       -0.000004        0.000003               0        0.000002               0               0               0               0               0               0               0        0.000002               0               0               0               0               0
S419(-1)                           0               0        3.794555      -35.241081        8.516194       37.519155       32.753970       10.540430      144.357067     1195.063237       -0.279332        3.794568               0               0        0.128077       -0.930953        0.038082        1.489111        2.203403        3.093062        1.059030       11.950632       -0.002793        0.081970        3.480670
ap420(-1)                          0               0        0.000005        0.000009        0.000005        0.000004        0.000004        0.000014       -0.000009        0.000007               0        0.000005               0               0               0               0               0               0               0        0.000004               0               0               0               0               0
S420(-1)                           0               0        4.115166      -34.664362        8.831660       37.792783       32.991332       11.431017      143.755466     1195.533679       -0.302934        4.115180               0               0        0.138899       -0.915718        0.039493        1.499971        2.219370        3.354403        1.054617       11.955337       -0.003029        0.088896        3.502320
ap421(-1)                          0               0        0.000005        0.000010        0.000005        0.000005        0.000004        0.000015       -0.000010        0.000008               0        0.000005               0               0               0               0               0               0               0        0.000004               0               0               0               0               0
S421(-1)                           0               0        4.490627      -33.989465        9.201132       38.113411       33.269462       12.473963      143.052691     1196.084104       -0.330573        4.490642               0               0        0.151572       -0.897890        0.041145        1.512696        2.238080        3.660452        1.049461       11.960841       -0.003306        0.097006        3.527691
ap422(-1)                          0               0        0.000007        0.000012        0.000006        0.000006        0.000005        0.000018       -0.000012        0.000010               0        0.000007               0               0               0               0               0               0               0        0.000005               0               0               0               0               0
S422(-1)                           0               0        4.926849      -33.205618        9.630417       38.486031       33.592694       13.685692      142.237160     1196.723326       -0.362685        4.926866               0               0        0.166295       -0.877183        0.043065        1.527485        2.259825        4.016031        1.043478       11.967233       -0.003627        0.106430        3.557178
ap423(-1)                          0               0        0.000008        0.000015        0.000008        0.000007        0.000006        0.000023       -0.000016        0.000012               0        0.000008               0               0               0               0               0               0               0        0.000007               0               0               0               0               0
S423(-1)                           0               0        5.430084      -32.302067       10.125705       38.916180       33.965827       15.083566      141.298904     1197.459871       -0.399730        5.430102               0               0        0.183281       -0.853314        0.045280        1.544558        2.284926        4.426234        1.036595       11.974599       -0.003997        0.117300        3.591221
ap424(-1)                          0               0        0.000014        0.000025        0.000014        0.000012        0.000010        0.000039       -0.000026        0.000020       -0.000001        0.000014               0               0               0               0               0               0               0        0.000011               0               0               0               0               0
S424(-1)                           0               0        6.006848      -31.266906       10.693394       39.409347       34.393626       16.685688      140.225039     1198.303525       -0.442188        6.006868               0               0        0.202748       -0.825968        0.047818        1.564131        2.313704        4.896372        1.028717       11.983035       -0.004422        0.129760        3.630254
ap425(-1)                          0               0        0.000020        0.000037        0.000020        0.000017        0.000015        0.000057       -0.000038        0.000030       -0.000002        0.000020               0               0               0               0               0               0        0.000001        0.000017               0               0               0               0        0.000001
S425(-1)                           0               0        6.663997      -30.088280       11.340267       39.971579       34.881333       18.511103      139.004412     1199.263758       -0.490564        6.664020               0               0        0.224929       -0.794833        0.050711        1.586446        2.346513        5.432035        1.019762       11.992638       -0.004906        0.143955        3.674757
ap426(-1)                          0               0        0.000025        0.000045        0.000025        0.000021        0.000019        0.000070       -0.000046        0.000037       -0.000002        0.000025               0               0               0        0.000001               0               0        0.000001        0.000020               0               0               0               0        0.000002
S426(-1)                           0               0        7.408693      -28.753848       12.073414       40.609214       35.434448       20.579702      137.625543     1200.350430       -0.545384        7.408718               0               0        0.250065       -0.759582        0.053989        1.611753        2.383722        6.039061        1.009647       12.003504       -0.005454        0.160042        3.725236
ap427(-1)                          0               0        0.000034        0.000060        0.000033        0.005608        0.000025        0.000094       -0.000062        0.000049       -0.000002        0.000034               0               0        0.000001        0.000002               0        0.000223        0.000002        0.000027               0               0               0               0        0.000002
S427(-1)                           0               0        8.248380      -27.250358       12.900173      107.266480       36.058539       22.912167      136.074958     1201.574337       -0.607196        8.248408               0               0        0.278407       -0.719865        0.057686        4.257336        2.425705        6.723517        0.998271       12.015743       -0.006072        0.178181        3.782199
ap428(-1)                          0               0        0.000048        0.000086        0.000047        0.002639        0.000036        0.000133       -0.000088        0.000070       -0.000004        0.000048               0               0        0.000002        0.000002               0        0.000105        0.000002        0.000039               0               0               0        0.000001        0.000003
S428(-1)                           0               0        9.190824      -25.564298       13.828221      246.427890       36.759530       25.530066      134.339731     1202.946292       -0.676574        9.190855               0               0        0.310217       -0.675324        0.061836        9.780561        2.472862        7.491732        0.985541       12.029463       -0.006766        0.198540        3.846190
ap429(-1)                          0               0        0.000057        0.000101        0.000056        0.003115        0.000042        0.000157       -0.000104        0.000082       -0.000004        0.000057               0               0        0.000002        0.000003               0        0.000124        0.000003        0.000046               0               0               0        0.000001        0.000004
S429(-1)                           0               0       10.244100      -23.681719       14.865553      304.346056       37.543628       28.455834      132.406792     1204.477224       -0.754109       10.244135               0               0        0.345768       -0.625593        0.066475       12.079295        2.525609        8.350291        0.971361       12.044772       -0.007541        0.221293        3.917777
ap430(-1)                          0               0        0.000080        0.000142        0.000079       -0.010807        0.000059        0.000222       -0.000146        0.000116       -0.000006        0.000080               0               0        0.000003        0.000004               0       -0.000429        0.000004        0.000065       -0.000001        0.000001               0        0.000002        0.000005
S430(-1)                           0               0       11.416599      -21.588327       16.020491      164.716116       38.417365       31.712775      130.263266     1206.178345       -0.840422       11.416638               0               0        0.385343       -0.570292        0.071640        6.537474        2.584387        9.306032        0.955636       12.061783       -0.008404        0.246621        3.997563
ap431(-1)                          0               0        0.000103        0.000184        0.000102        0.000194        0.000077        0.000287       -0.000188        0.000149       -0.000008        0.000103               0               0        0.000003        0.000005               0        0.000008        0.000005        0.000084       -0.000001        0.000001               0        0.000002        0.000007
S431(-1)                           0               0       12.716991      -19.268888       17.301600      115.279728       39.387317       35.324975      127.894198     1208.061856       -0.936149       12.717035               0               0        0.429235       -0.509020        0.077369        4.575377        2.649637       10.366023        0.938256       12.080619       -0.009361        0.274712        4.086149
ap432(-1)                          0               0        0.000130        0.000231        0.000128        0.000243        0.000097        0.000360       -0.000235        0.000187       -0.000010        0.000130               0               0        0.000004        0.000006               0        0.000010        0.000007        0.000106       -0.000002        0.000002               0        0.000003        0.000009
ap433(-1)                          0               0        0.000163        0.000289        0.000160        0.000304        0.000122        0.000452       -0.000293        0.000234       -0.000012        0.000163               0               0        0.000005        0.000008               0        0.000012        0.000008        0.000133       -0.000002        0.000002               0        0.000004        0.000011
ap434(-1)                          0               0        0.000201        0.000357        0.000198        0.000376        0.000151        0.000559       -0.000361        0.000289       -0.000015        0.000201               0               0        0.000007        0.000009               0        0.000015        0.000010        0.000164       -0.000003        0.000003               0        0.000004        0.000014
ap435(-1)                          0               0        0.000247        0.000438        0.000244        0.000460        0.000185        0.000686       -0.000441        0.000354       -0.000018        0.000247               0               0        0.000008        0.000012        0.000001        0.000018        0.000012        0.000201       -0.000003        0.000004               0        0.000005        0.000017
ap436(-1)                          0               0        0.000300        0.000532        0.000296        0.000559        0.000226        0.000835       -0.000533        0.000430       -0.000022        0.000300               0               0        0.000010        0.000014        0.000001        0.000022        0.000015        0.000245       -0.000004        0.000004               0        0.000006        0.000021
ap437(-1)                          0               0        0.000394        0.000698        0.000389        0.000734        0.000296        0.001095       -0.000700        0.000564       -0.000029        0.000394               0               0        0.000013        0.000018        0.000002        0.000029        0.000020        0.000321       -0.000005        0.000006               0        0.000009        0.000027
ap438(-1)                          0               0        0.000482        0.000852        0.000476        0.000896        0.000363        0.001339       -0.000852        0.000687       -0.000035        0.000482               0               0        0.000016        0.000023        0.000002        0.000036        0.000024        0.000393       -0.000006        0.000007               0        0.000010        0.000033
ap439(-1)                          0               0        0.000582        0.001027        0.000574        0.001079        0.000438        0.001616       -0.001023        0.000827       -0.000043        0.000582               0               0        0.000020        0.000027        0.000003        0.000043        0.000029        0.000474       -0.000008        0.000008               0        0.000013        0.000040
ap440(-1)                          0               0        0.000696        0.001227        0.000687        0.001288        0.000525        0.001932       -0.001217        0.000986       -0.000051        0.000696               0               0        0.000023        0.000032        0.000003        0.000051        0.000035        0.000567       -0.000009        0.000010               0        0.000015        0.000048
ap441(-1)                          0               0        0.000824        0.001451        0.000814        0.001523        0.000623        0.002290       -0.001434        0.001164       -0.000061        0.000824               0               0        0.000028        0.000038        0.000004        0.000060        0.000042        0.000672       -0.000011        0.000012               0        0.000018        0.000057
ap442(-1)                          0               0        0.000967        0.001701        0.000955        0.001785        0.000732        0.002687       -0.001675        0.001362       -0.000071        0.000967               0               0        0.000033        0.000045        0.000004        0.000071        0.000049        0.000789       -0.000012        0.000014               0        0.000021        0.000067
ap443(-1)                          0               0        0.001124        0.001975        0.001111        0.002071        0.000853        0.003124       -0.001938        0.001578       -0.000083        0.001124               0               0        0.000038        0.000052        0.000005        0.000082        0.000057        0.000917       -0.000014        0.000016               0        0.000024        0.000078
ap444(-1)                          0               0        0.001294        0.002269        0.001278        0.002378        0.000983        0.003594       -0.002218        0.001809       -0.000095        0.001294               0               0        0.000044        0.000060        0.000006        0.000094        0.000066        0.001055       -0.000016        0.000018               0        0.000028        0.000090
ap445(-1)                          0               0        0.001473        0.002580        0.001455        0.002703        0.001121        0.004091       -0.002513        0.002052       -0.000108        0.001473               0               0        0.000050        0.000068        0.000007        0.000107        0.000075        0.001201       -0.000018        0.000021       -0.000001        0.000032        0.000103
ap446(-1)                          0               0        0.001658        0.002901        0.001639        0.003038        0.001264        0.004606       -0.002816        0.002302       -0.000122        0.001658               0               0        0.000056        0.000077        0.000007        0.000121        0.000085        0.001352       -0.000021        0.000023       -0.000001        0.000036        0.000116
ap447(-1)                          0               0        0.001846        0.003224        0.001824        0.003375        0.001409        0.005127       -0.003119        0.002553       -0.000136        0.001846               0               0        0.000062        0.000085        0.000008        0.000134        0.000095        0.001504       -0.000023        0.000026       -0.000001        0.000040        0.000129
ap448(-1)                          0               0        0.002030        0.003542        0.002007        0.003706        0.001552        0.005639       -0.003414        0.002797       -0.000149        0.002030               0               0        0.000069        0.000094        0.000009        0.000147        0.000104        0.001655       -0.000025        0.000028       -0.000001        0.000044        0.000142
ap449(-1)                          0               0        0.002206        0.003845        0.002182        0.004022        0.001690        0.006129       -0.003694        0.003029       -0.000162        0.002206               0               0        0.000074        0.000102        0.000010        0.000160        0.000114        0.001799       -0.000027        0.000030       -0.000002        0.000048        0.000155
ap450(-1)                          0               0        0.002387        0.004154        0.002361        0.004343        0.001831        0.006630       -0.003978        0.003264       -0.000176        0.002387               0               0        0.000081        0.000110        0.000011        0.000172        0.000123        0.001946       -0.000029        0.000033       -0.000002        0.000052        0.000168
ap451(-1)                          0               0        0.002550        0.004434        0.002523        0.004634        0.001959        0.007085       -0.004232        0.003474       -0.000188        0.002550               0               0        0.000086        0.000117        0.000011        0.000184        0.000132        0.002079       -0.000031        0.000035       -0.000002        0.000055        0.000180
ap452(-1)                          0               0        0.002683        0.004659        0.002655        0.004867        0.002065        0.007453       -0.004434        0.003641       -0.000198        0.002683               0               0        0.000091        0.000123        0.000012        0.000193        0.000139        0.002187       -0.000033        0.000036       -0.000002        0.000058        0.000190
ap453(-1)                          0               0        0.002805        0.004867        0.002777        0.005082        0.002162        0.007793       -0.004616        0.003792       -0.000207        0.002805               0               0        0.000095        0.000129        0.000012        0.000202        0.000145        0.002287       -0.000034        0.000038       -0.000002        0.000061        0.000199
ap454(-1)                          0               0        0.002915        0.005051        0.002886        0.005273        0.028808        0.008097       -0.004778        0.003925       -0.000215        0.002915               0               0        0.000098        0.000133        0.000013        0.000209        0.001938        0.002376       -0.000035        0.000039       -0.000002        0.000063        0.000207
ap455(-1)                          0               0        0.003010        0.005210        0.002980        0.005436        0.008795        0.008360       -0.004914        0.004036       -0.000222        0.003010               0               0        0.000102        0.000138        0.000013        0.000216        0.000592        0.002453       -0.000036        0.000040       -0.000002        0.000065        0.000214
ap456(-1)                          0               0        0.003086        0.005338        0.003057        0.005567        0.010803        0.008573       -0.005020        0.004122       -0.000227        0.003086               0               0        0.000104        0.000141        0.000014        0.000221        0.000727        0.002516       -0.000037        0.000041       -0.000002        0.000067        0.000220
ap457(-1)                          0               0        0.003143        0.005430        0.003113        0.005661        0.010968        0.008729       -0.005093        0.004181       -0.000231        0.003143               0               0        0.000106        0.000143        0.000014        0.000225        0.000738        0.002562       -0.000037        0.000042       -0.000002        0.000068        0.000224
ap458(-1)                          0               0        0.003175        0.005481        0.003146        0.005713        0.011052        0.008820       -0.005128        0.004208       -0.000234        0.003175               0               0        0.000107        0.000145        0.000014        0.000227        0.000743        0.002588       -0.000038        0.000042       -0.000002        0.000069        0.000227
ap459(-1)                          0               0        0.003182        0.005488        0.003153        0.005718        0.011045        0.008839       -0.005122        0.004200       -0.000234        0.003182               0               0        0.000107        0.000145        0.000014        0.000227        0.000743        0.002594       -0.000038        0.000042       -0.000002        0.000069        0.000228
ap460(-1)                          0               0        0.003161        0.005446        0.003132        0.005673        0.010941        0.008779       -0.005071        0.004155       -0.000233        0.003161               0               0        0.000107        0.000144        0.000014        0.000225        0.000736        0.002576       -0.000037        0.000042       -0.000002        0.000068        0.000226
ap461(-1)                          0               0        0.003108        0.005352        0.003081        0.005573        0.010734        0.008635       -0.004972        0.004071       -0.000229        0.003108               0               0        0.000105        0.000141        0.000014        0.000221        0.000722        0.002534       -0.000036        0.000041       -0.000002        0.000067        0.000223
ap462(-1)                          0               0        0.003024        0.005204        0.002998        0.005417        0.010419        0.008401       -0.004823        0.003945       -0.000223        0.003024               0               0        0.000102        0.000137        0.000013        0.000215        0.000701        0.002465       -0.000035        0.000039       -0.000002        0.000065        0.000217
ap463(-1)                          0               0        0.002908        0.004999        0.002883        0.005202        0.009993        0.008077       -0.004624        0.003778       -0.000214        0.002908               0               0        0.000098        0.000132        0.000013        0.000206        0.000672        0.002370       -0.000034        0.000038       -0.000002        0.000063        0.000209
ap464(-1)                          0               0        0.002758        0.004739        0.002735        0.004930        0.009459        0.007662       -0.004375        0.003571       -0.000203        0.002758               0               0        0.000093        0.000125        0.000012        0.000196        0.000636        0.002248       -0.000032        0.000036       -0.000002        0.000060        0.000199
ap465(-1)                          0               0        0.002578        0.004426        0.002556        0.004603        0.008821        0.007161       -0.004078        0.003324       -0.000190        0.002578               0               0        0.000087        0.000117        0.000011        0.000183        0.000593        0.002101       -0.000030        0.000033       -0.000002        0.000056        0.000186
ap466(-1)                          0               0        0.002368        0.004064        0.002349        0.004225        0.008087        0.006579       -0.003737        0.003042       -0.000174        0.002368               0               0        0.000080        0.000107        0.000011        0.000168        0.000544        0.001930       -0.000027        0.000030       -0.000002        0.000051        0.000171
ap467(-1)                          0               0        0.002134        0.003659        0.002116        0.003803        0.007272        0.005927       -0.003359        0.002731       -0.000157        0.002134               0               0        0.000072        0.000097        0.000009        0.000151        0.000489        0.001739       -0.000025        0.000027       -0.000002        0.000046        0.000154
ap468(-1)                          0               0        0.001879        0.003221        0.001864        0.003347        0.006393        0.005220       -0.002952        0.002397       -0.000138        0.001879               0               0        0.000063        0.000085        0.000008        0.000133        0.000430        0.001532       -0.000022        0.000024       -0.000001        0.000041        0.000136
ap469(-1)                          0               0        0.001612        0.002761        0.001599        0.002869        0.005474        0.004478       -0.002527        0.002048       -0.000119        0.001612               0               0        0.000054        0.000073        0.000007        0.000114        0.000368        0.001314       -0.000019        0.000020       -0.000001        0.000035        0.000117
ap470(-1)                          0               0        0.001340        0.002294        0.001330        0.002383        0.004542        0.003722       -0.002096        0.001697       -0.000099        0.001340               0               0        0.000045        0.000061        0.000006        0.000095        0.000306        0.001092       -0.000015        0.000017               0        0.000029        0.000097
ap471(-1)                          0               0        0.001072        0.001835        0.001064        0.001905        0.003628        0.002978       -0.001674        0.001353       -0.000079        0.001072               0               0        0.000036        0.000048        0.000005        0.000076        0.000244        0.000874       -0.000012        0.000014               0        0.000023        0.000078
ap472(-1)                          0               0        0.000818        0.001400        0.000812        0.001453        0.002765        0.002273       -0.001275        0.001029       -0.000060        0.000818               0               0        0.000028        0.000037        0.000004        0.000058        0.000186        0.000667       -0.000009        0.000010               0        0.000018        0.000059
ap473(-1)                          0               0        0.000589        0.001006        0.000584        0.001045        0.001986        0.001635       -0.000916        0.000738       -0.000043        0.000589               0               0        0.000020        0.000027        0.000003        0.000041        0.000134        0.000480       -0.000007        0.000007               0        0.000013        0.000043
ap474(-1)                          0               0        0.000391        0.000669        0.000389        0.000694        0.001319        0.001087       -0.000608        0.000489       -0.000029        0.000391               0               0        0.000013        0.000018        0.000002        0.000028        0.000089        0.000319       -0.000004        0.000005               0        0.000008        0.000028
ap475(-1)                          0               0        0.000234        0.000400        0.000232        0.000415        0.000787        0.000650       -0.000363        0.000291       -0.000017        0.000234               0               0        0.000008        0.000011        0.000001        0.000016        0.000053        0.000191       -0.000003        0.000003               0        0.000005        0.000017
ap476(-1)                          0               0        0.000119        0.000204        0.000118        0.000211        0.000401        0.000331       -0.000185        0.000148       -0.000009        0.000119               0               0        0.000004        0.000005               0        0.000008        0.000027        0.000097       -0.000001        0.000001               0        0.000003        0.000009
ap477(-1)                          0               0        0.000047        0.000080        0.000047        0.000083        0.000158        0.000131       -0.000073        0.000058       -0.000003        0.000047               0               0        0.000002        0.000002               0        0.000003        0.000011        0.000038               0               0               0        0.000001        0.000003
ap478(-1)                          0               0        0.000011        0.000018        0.000010        0.000019        0.000035        0.000029       -0.000016        0.000013               0        0.000011               0               0               0               0               0               0        0.000002        0.000009               0               0               0               0               0
S1(-1)                             0               0               0        0.082259     -269.006902        0.122310        0.177196               0       -0.296206      907.552443               0               0               0               0               0        0.002173       -1.202934        0.004854        0.011920               0       -0.002173        9.075524               0               0        0.023806
S32(-1)                            0               0       11.448045       24.668298       10.758509     -121.627473        5.795257       31.800124      -36.156456      990.657049       -0.842737       11.448084               0               0        0.386405        0.651655        0.048109       -4.827314        0.389855        9.331665       -0.265250        9.906570       -0.008427        0.247300        0.490875
S33(-1)                            0               0       13.024129       27.511666       12.294894     -151.681401        6.779347       36.178136      -39.143705      996.693573       -0.958759       13.024174               0               0        0.439602        0.726767        0.054980       -6.020135        0.456056       10.616381       -0.287165        9.966936       -0.009588        0.281347        0.577656
S34(-1)                            0               0       14.756628       30.617205       13.987327     -146.080644        7.885259       40.990633      -42.355356     1002.988077       -1.086295       14.756679               0               0        0.498079        0.808806        0.062548       -5.797845        0.530452       12.028596       -0.310727       10.029881       -0.010863        0.318772        0.675632
S35(-1)                            0               0       16.655494       34.001887       15.845725     -142.458338        9.121935       46.265262      -45.806727     1009.547184       -1.226078       16.655552               0               0        0.562171        0.898218        0.070858       -5.654078        0.613645       13.576422       -0.336047       10.095472       -0.012261        0.359791        0.785642
S36(-1)                            0               0       18.730985       37.683176       17.880303     -138.533757       10.498514       52.030514      -49.513517     1016.377794       -1.378863       18.731049               0               0        0.632225        0.995465        0.079956       -5.498314        0.706249       15.268221       -0.363240       10.163778       -0.013789        0.404626        0.908544
S37(-1)                            0               0       20.993660       41.679032       20.101569     -134.285971       12.024334       58.315721      -53.491814     1023.487102       -1.545428       20.993732               0               0        0.708597        1.101022        0.089889       -5.329722        0.808893       17.112599       -0.392426       10.234871       -0.015454        0.453504        1.045212
S38(-1)                            0               0       23.454381       46.007913       22.520330     -129.695959       13.708920       65.151059      -57.758106     1030.882620       -1.726571       23.454462               0               0        0.791653        1.215377        0.100705       -5.147547        0.922217       19.118411       -0.423724       10.308826       -0.017266        0.506661        1.196539
S39(-1)                            0               0       26.124316       50.688781       25.147691     -124.744163       15.561986       72.567546      -62.329291     1038.572197       -1.923116       26.124406               0               0        0.881771        1.339030        0.112454       -4.951014        1.046875       21.294760       -0.457259       10.385722       -0.019231        0.564337        1.363432
S40(-1)                            0               0       29.014935       55.741101       27.995056     -119.410490       17.593431       80.597041      -67.222693     1046.564029       -2.135906       29.015034               0               0        0.979338        1.472496        0.125187       -4.739324        1.183533       23.650995       -0.493158       10.465640       -0.021359        0.626780        1.546818
S41(-1)                            0               0       32.138009       61.184847       31.074128     -113.674310       19.813339       89.272247      -72.456072     1054.866683       -2.365808       32.138119               0               0        1.084751        1.616302        0.138956       -4.511659        1.332869       26.196711       -0.531551       10.548667       -0.023658        0.694244        1.747636
S42(-1)                            0               0       35.505615       67.040506       34.396911     -107.514451       22.231976       98.626708      -78.047639     1063.489108       -2.613711       35.505737               0               0        1.198417        1.770989        0.153815       -4.267178        1.495574       28.941754       -0.572572       10.634891       -0.026137        0.766991        1.966845
S43(-1)                            0               0       39.130131       73.329079       37.975708     -100.909203       24.859791      108.694809      -84.016063     1072.440648       -2.880527       39.130266               0               0        1.320755        1.937112        0.169818       -4.005020        1.672351       31.896212       -0.616357       10.724406       -0.028805        0.845288        2.205419
S44(-1)                            0               0       43.024240       80.072086       41.823124      -93.836308       27.707417      119.511779      -90.380482     1081.731058       -3.167188       43.024388               0               0        1.452192        2.115240        0.187023       -3.724301        1.863914       35.070425       -0.663048       10.817311       -0.031672        0.929408        2.464348
S45(-1)                            0               0       47.200928       87.291565       45.952063      -86.272965       30.785670      131.113688      -97.160511     1091.370508       -3.474650       47.201090               0               0        1.593168        2.305955        0.205486       -3.424117        2.070992       38.474975       -0.712788       10.913705       -0.034747        1.019633        2.744638
S46(-1)                            0               0       51.673482       95.010075       50.375729      -78.195827       34.105550      143.537449     -104.376247     1101.369600       -3.803893       51.673659               0               0        1.744129        2.509853        0.225268       -3.103541        2.294325       42.120696       -0.765724       11.013696       -0.038039        1.116249        3.047313
S47(-1)                            0               0       56.455494      103.250700       55.107628      -69.580998       37.678247      156.820816     -112.048272     1111.739374       -4.155916       56.455688               0               0        1.905536        2.727543        0.246428       -2.761624        2.534665       46.018666       -0.822007       11.117394       -0.041559        1.219549        3.373413
S48(-1)                            0               0       61.560860      112.037046       60.161565      -60.404034       41.515139      171.002388     -120.197660     1122.491316       -4.531743       61.561071               0               0        2.077857        2.959649        0.269028       -2.397396        2.792778       50.180212       -0.881792       11.224913       -0.045317        1.329835        3.723995
S49(-1)                            0               0       67.003779      121.393242       65.551649      -50.639942       45.627793      186.121608     -128.845972     1133.637368       -4.932418       67.004009               0               0        2.261571        3.206809        0.293131       -2.009866        3.069442       54.616908       -0.945238       11.336374       -0.049324        1.447413        4.100133
S50(-1)                            0               0       72.798753      131.343945       71.292285      -40.263183       50.027977      202.218759     -138.015260     1145.189933       -5.359009       72.799003               0               0        2.457168        3.469674        0.318802       -1.598019        3.365448       59.340575       -1.012506       11.451899       -0.053590        1.572596        4.502919
S51(-1)                            0               0       78.960590      141.914331       77.398182      -29.247669       54.727653      219.334973     -147.728068     1157.161881       -5.812607       78.960861               0               0        2.665148        3.748908        0.346106       -1.160821        3.681601       64.363284       -1.083761       11.571619       -0.058126        1.705704        4.933463
S52(-1)                            0               0       85.504400      153.130106       83.884352      -17.566765       59.738987      237.512222     -158.007427     1169.566557       -6.294323       85.504694               0               0        2.886020        4.045192        0.375111       -0.697213        4.018720       69.697351       -1.159172       11.695666       -0.062943        1.847063        5.392893
S53(-1)                            0               0       92.445598      165.017494       90.766105       -5.193289       65.074353      256.793327     -168.876852     1182.417783       -6.805293       92.445916               0               0        3.120306        4.359218        0.405884       -0.206118        4.377637       75.355342       -1.238912       11.824178       -0.068053        1.997006        5.882357
S54(-1)                            0               0       99.799903      177.603246       98.059055        7.900482       70.746332      277.221953     -180.360341     1195.729867       -7.346673       99.800246               0               0        3.368535        4.691692        0.438496        0.313565        4.759199       81.350070       -1.323157       11.957299       -0.073467        2.155874        6.403019
S55(-1)                            0               0      107.583339      190.914633      105.779117       21.742817     -454.048384      298.842609     -192.482373     1209.517600       -7.919643      107.583709               0               0        3.631248        5.043335        0.473019        0.862958      -30.544431       87.694596       -1.412086       12.095176       -0.079196        2.324011        6.956066
S56(-1)                            0               0      115.812235      204.979448      113.942509       36.362527     -507.523177      321.700653     -205.267899     1223.796263       -8.525405      115.812633               0               0        3.908997        5.414881        0.509523        1.443205      -34.141750       94.402230       -1.505883       12.237963       -0.085254        2.501772        7.542702
S57(-1)                            0               0      124.503224      219.826004      122.565751       51.788963     -478.032800      345.842289     -218.742349     1238.581630       -9.165184      124.503652               0               0        4.202343        5.807078        0.548084        2.055470      -32.157894      101.486531       -1.604735       12.385816       -0.091652        2.689514        8.164153
S58(-1)                            0               0      133.673244      235.483136      131.665666       68.052016     -446.986252      371.314566     -232.931620     1253.889965       -9.840226      133.673703               0               0        4.511858        6.220687        0.588777        2.700940      -30.069352      108.961306       -1.708830       12.538900       -0.098402        2.887604        8.821663
S59(-1)                            0               0      143.339538      251.980198      141.259381       85.182116     -414.333811      398.165383     -247.862083     1269.738025      -10.551801      143.340030               0               0        4.838123        6.656485        0.631678        3.380822      -27.872779      116.840609       -1.818362       12.697380       -0.105518        3.096415        9.516500
S60(-1)                            0               0      153.519654      269.347066      151.364324      103.210233     -380.016937      426.443483     -263.560572     1286.143057      -11.301200      153.520181               0               0        5.181731        7.115261        0.676865        4.096346      -25.564238      125.138745       -1.933529       12.861431       -0.113012        3.316326       10.249951
S61(-1)                            0               0      164.231446      287.614132      161.998227      122.167872     -343.976080      456.198460     -280.054390     1303.122800      -12.089738      164.232010               0               0        5.543285        7.597816        0.724417        4.848762      -23.139722      133.870266       -2.054531       13.031228       -0.120897        3.547722       11.023324
S62(-1)                            0               0      175.493072      306.812308      173.179127      142.087075     -306.150677      487.480754     -297.371302     1320.695478      -12.918752      175.493675               0               0        5.923398        8.104969        0.774415        5.639343      -20.595158      143.049975       -2.181571       13.206955       -0.129188        3.790995       11.837950
